Time Stamp,Value,Standard Deviation,Mean,Variance
22:23:15,59.0
22:23:15,59.0
22:23:15,59.0
22:23:16,59.0
22:23:16,59.0
22:23:16,59.0
22:23:16,59.0
22:23:16,59.0
22:23:16,59.0
22:23:16,59.0
22:23:16,59.0
22:23:16,59.0
22:23:16,59.0
22:23:17,59.0
22:23:17,59.0
22:23:17,59.0
22:23:17,59.0
22:23:17,59.0
22:23:17,59.0
22:23:17,59.0
22:23:17,59.0
22:23:17,59.0
22:23:17,59.0
22:23:18,59.0
22:23:18,59.0
22:23:18,59.0
22:23:18,59.0
22:23:18,59.0
22:23:18,59.0
22:23:18,59.0
22:23:18,59.0
22:23:18,59.0
22:23:18,59.0
22:23:19,59.0
22:23:19,59.0
22:23:19,59.0
22:23:19,59.0
22:23:19,59.0
22:23:19,59.0
22:23:19,59.0
22:23:19,59.0
22:23:19,59.0
22:23:19,59.0
22:23:20,59.0
22:23:20,59.0
22:23:20,59.0
22:23:20,59.0
22:23:20,59.0
22:23:20,59.0
22:23:20,59.0
22:23:20,59.0
22:23:20,59.0
22:23:20,59.0
22:23:21,59.0
22:23:21,59.0
22:23:21,59.0
22:23:21,59.0
22:23:21,59.0
22:23:21,59.0
22:23:21,59.0
22:23:21,59.0
22:23:21,59.0
22:23:21,59.0
22:23:22,59.0
22:23:22,59.0
22:23:22,59.0
22:23:22,59.0
22:23:22,59.0
22:23:22,59.0
22:23:22,59.0
22:23:22,59.0
22:23:22,59.0
22:23:22,59.0
22:23:23,65.0
22:23:23,100.0
22:23:23,100.0
22:23:23,100.0
22:23:23,100.0
22:23:23,100.0
22:23:23,100.0
22:23:23,100.0
22:23:23,100.0
22:23:23,100.0
22:23:24,100.0
22:23:24,100.0
22:23:24,100.0
22:23:24,89.0
22:23:24,72.0
22:23:24,60.0
22:23:24,59.0
22:23:24,58.0
22:23:24,58.0
22:23:24,58.0
22:23:25,59.0
22:23:25,59.0
22:23:25,58.0
22:23:25,58.0
22:23:25,59.0
22:23:25,59.0
22:23:25,58.0
22:23:25,58.0
22:23:25,59.0
22:23:25,59.0
22:23:26,59.0
22:23:26,58.0
22:23:26,59.0
22:23:26,59.0
22:23:26,59.0
22:23:26,58.0
22:23:26,59.0
22:23:26,59.0
22:23:26,59.0
22:23:26,58.0
22:23:27,59.0
22:23:27,59.0
22:23:27,59.0
22:23:27,58.0
22:23:27,16.0
22:23:27,5.0
22:23:27,2.0
22:23:27,1.0
22:23:27,0.0
22:23:27,0.0
22:23:28,0.0
22:23:28,0.0
22:23:28,0.0
22:23:28,0.0
22:23:28,0.0
22:23:28,0.0
22:23:28,0.0
22:23:28,0.0
22:23:28,0.0
22:23:28,6.0
22:23:29,29.0
22:23:29,55.0
22:23:29,57.0
22:23:29,58.0
22:23:29,58.0
22:23:29,58.0
22:23:29,59.0
22:23:29,59.0
22:23:29,59.0
22:23:29,58.0
22:23:30,59.0
22:23:30,59.0
22:23:30,59.0
22:23:30,59.0
22:23:30,59.0
22:23:30,59.0
22:23:30,59.0
22:23:30,59.0
22:23:30,59.0
22:23:30,59.0
22:23:31,59.0
22:23:31,59.0
22:23:31,59.0
22:23:31,59.0
22:23:31,59.0
22:23:31,59.0
22:23:31,59.0
22:23:31,59.0
22:23:31,59.0
22:23:31,59.0
22:23:32,59.0
22:23:32,59.0
22:23:32,59.0
22:23:32,59.0
22:23:32,59.0
22:23:32,59.0
22:23:32,59.0
22:23:32,59.0
22:23:32,59.0
22:23:32,59.0
22:23:33,59.0
22:23:33,59.0
22:23:33,59.0
22:23:33,59.0
22:23:33,59.0
22:23:33,59.0
22:23:33,59.0
22:23:33,59.0
22:23:33,59.0
22:23:33,59.0
22:23:34,59.0
22:23:34,59.0
22:23:34,59.0
22:23:34,59.0
22:23:34,59.0
22:23:34,59.0
22:23:34,59.0
22:23:34,59.0
22:23:34,59.0
22:23:34,59.0
